num_nonlagged_parents,num_lagged_parents,num_nonlagged_ancestors,num_lagged_ancestors,num_nonlagged_connected,num_lagged_connected,avg_nonlagged_parents,avg_lagged_parents,avg_nonlagged_ancestors,avg_lagged_ancestors,avg_nonlagged_connected,avg_lagged_connected,target,filename,dataset_name
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,A,data_9.csv,SynthNonlin/7ts2h
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,E,data_8.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,B,data_8.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,F,data_8.csv,SynthNonlin/7ts2h
1,1,0,8,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,C,data_8.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,H,data_8.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,D,data_8.csv,SynthNonlin/7ts2h
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,A,data_8.csv,SynthNonlin/7ts2h
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,E,data_4.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,B,data_4.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,F,data_4.csv,SynthNonlin/7ts2h
1,1,0,8,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,C,data_4.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,H,data_4.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,D,data_4.csv,SynthNonlin/7ts2h
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,A,data_4.csv,SynthNonlin/7ts2h
3,10,6,51,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,E,data_7.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,B,data_7.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,F,data_7.csv,SynthNonlin/7ts2h
1,1,0,8,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,C,data_7.csv,SynthNonlin/7ts2h
2,2,1,16,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,H,data_7.csv,SynthNonlin/7ts2h
3,10,6,50,7,63,2.4285714285714284,6.428571428571429,3.7142857142857144,34.57142857142857,7.0,63.0,D,data_7.csv,SynthNonlin/7ts2h
